model,0,1,2,3,4,5,6,7
0,0.2150,0.6210,0.6495,0.6400,0.6375,0.7075,0.6895,0.6825
1,0.6825,0.2045,0.6560,0.6390,0.6390,0.6600,0.6270,0.6260
2,0.6710,0.6460,0.2200,0.6530,0.6640,0.6555,0.6790,0.6690
3,0.5970,0.6635,0.6560,0.2645,0.6800,0.6550,0.6745,0.6110
4,0.5785,0.6555,0.6670,0.6755,0.2175,0.6245,0.6565,0.6495
5,0.6135,0.6925,0.6560,0.6335,0.6280,0.2310,0.6440,0.6555
6,0.6240,0.6860,0.6950,0.6465,0.5975,0.6770,0.2785,0.6545
7,0.6760,0.6660,0.6535,0.6860,0.6340,0.6675,0.6715,0.2995
