model,0,1,2,3,4,5,6,7
0,0.2885,0.6970,0.6885,0.7295,0.7265,0.7120,0.7360,0.7155
1,0.7875,0.2695,0.6930,0.7310,0.7590,0.7135,0.7710,0.7165
2,0.8035,0.7645,0.3050,0.7790,0.7980,0.7760,0.8260,0.7620
3,0.8060,0.7455,0.7230,0.3420,0.7955,0.7675,0.8070,0.7590
4,0.7675,0.7325,0.6980,0.7620,0.3225,0.7400,0.7735,0.7100
5,0.7950,0.7470,0.7225,0.7655,0.7710,0.3455,0.7875,0.7530
6,0.8100,0.7715,0.7745,0.8120,0.8180,0.7900,0.4500,0.7940
7,0.7750,0.7255,0.7285,0.7565,0.7525,0.7285,0.7875,0.3200
