model,0,1,2,3,4,5,6,7
0,0.0195,0.8220,0.8175,0.8395,0.8265,0.7915,0.7920,0.8035
1,0.8625,0.0205,0.8225,0.8155,0.8125,0.8130,0.8255,0.7820
2,0.8085,0.8350,0.0100,0.8125,0.7995,0.8285,0.8145,0.8210
3,0.8110,0.8305,0.8285,0.0025,0.8555,0.8300,0.8240,0.8060
4,0.8570,0.7965,0.8285,0.8325,0.0250,0.8295,0.7935,0.8500
5,0.8360,0.8055,0.8105,0.8440,0.8475,0.0065,0.7910,0.8275
6,0.8270,0.8345,0.8495,0.8580,0.7965,0.7790,0.0000,0.7960
7,0.8150,0.8140,0.8385,0.8350,0.8185,0.8250,0.8055,0.0080
