model,0,1,2,3,4,5,6,7
0,0.4210,0.7395,0.7310,0.7790,0.7870,0.8145,0.7690,0.7530
1,0.6625,0.4345,0.6910,0.7405,0.7485,0.7815,0.7260,0.7095
2,0.7295,0.7565,0.3150,0.7705,0.7990,0.8130,0.7865,0.7180
3,0.6925,0.7275,0.7045,0.5380,0.7385,0.7650,0.7395,0.7270
4,0.6430,0.6880,0.7130,0.7045,0.4410,0.7385,0.6785,0.6805
5,0.6890,0.7175,0.7400,0.7325,0.7195,0.4195,0.7485,0.7595
6,0.7090,0.7375,0.7465,0.7750,0.7770,0.8100,0.3815,0.7400
7,0.6640,0.6735,0.6665,0.7285,0.7135,0.7600,0.6930,0.4680
