model,0,1,2,3,4,5,6,7
0,0.0005,0.7540,0.6585,0.7580,0.7520,0.7830,0.7440,0.7265
1,0.7245,0.0000,0.6945,0.8150,0.7715,0.6380,0.7370,0.7405
2,0.7285,0.7425,0.0005,0.7685,0.6790,0.7810,0.7725,0.7030
3,0.7405,0.7875,0.8125,0.0000,0.7430,0.7760,0.7755,0.7835
4,0.7870,0.7845,0.6510,0.8085,0.0000,0.6970,0.6945,0.7810
5,0.7640,0.6240,0.7800,0.7505,0.7005,0.0000,0.7945,0.7190
6,0.7150,0.7655,0.7825,0.7605,0.6940,0.7800,0.0000,0.6830
7,0.7535,0.7790,0.6960,0.8140,0.7860,0.7595,0.7600,0.0000
