model,0,1,2,3,4,5,6,7
0,0.0000,0.7505,0.7430,0.7260,0.7890,0.8025,0.7130,0.7120
1,0.7125,0.0000,0.7315,0.7855,0.7925,0.7160,0.7190,0.6940
2,0.7830,0.7335,0.0015,0.8160,0.8160,0.8280,0.8170,0.7005
3,0.7625,0.8180,0.8510,0.0000,0.8255,0.8050,0.7780,0.8285
4,0.8195,0.8265,0.7855,0.8030,0.0025,0.7050,0.8260,0.7705
5,0.7865,0.7465,0.8390,0.8150,0.7180,0.0010,0.8165,0.7975
6,0.7550,0.6815,0.8110,0.7355,0.7765,0.7240,0.0005,0.7345
7,0.6580,0.7375,0.7145,0.8370,0.7435,0.6815,0.8010,0.0030
