model,0,1,2,3,4,5,6,7
0,0.1505,0.7985,0.7970,0.7965,0.7495,0.7510,0.7750,0.7575
1,0.8460,0.2570,0.8045,0.7945,0.8005,0.7735,0.8085,0.8070
2,0.7660,0.6995,0.1660,0.7820,0.7270,0.6920,0.7125,0.7215
3,0.8075,0.7765,0.8355,0.2345,0.7670,0.7700,0.7910,0.7655
4,0.6655,0.6375,0.6780,0.6190,0.2515,0.5895,0.7185,0.6565
5,0.8095,0.7885,0.8130,0.8035,0.7485,0.2160,0.7735,0.7860
6,0.8020,0.7555,0.7760,0.7980,0.8050,0.7350,0.1680,0.7745
7,0.7790,0.7795,0.7730,0.7785,0.7630,0.7605,0.7675,0.2580
