model,0,1,2,3,4,5,6,7
0,0.0000,0.3630,0.3185,0.3400,0.2475,0.2305,0.2465,0.2645
1,0.4325,0.0000,0.4100,0.4390,0.3890,0.3440,0.4095,0.2945
2,0.3270,0.2930,0.0000,0.2380,0.1830,0.3155,0.2640,0.2400
3,0.3235,0.3235,0.3295,0.0000,0.4885,0.3955,0.2925,0.3095
4,0.2855,0.3860,0.2435,0.4090,0.0000,0.2805,0.2035,0.3270
5,0.1475,0.2765,0.3330,0.4200,0.2120,0.0000,0.2995,0.2620
6,0.2075,0.3315,0.3140,0.3125,0.2170,0.2915,0.0000,0.3650
7,0.2710,0.3370,0.3325,0.2970,0.4420,0.2895,0.4330,0.0000
