model,0,1,2,3,4,5,6,7
0,0.3170,0.7900,0.8115,0.8260,0.8275,0.8365,0.7760,0.8010
1,0.8220,0.3170,0.8360,0.7935,0.7925,0.8335,0.7390,0.8180
2,0.8000,0.8235,0.3560,0.8435,0.7870,0.7970,0.8165,0.7240
3,0.8330,0.7985,0.7780,0.4535,0.8150,0.7640,0.7960,0.7850
4,0.7925,0.8115,0.8085,0.8090,0.2695,0.8405,0.7595,0.8075
5,0.8305,0.8015,0.8130,0.7830,0.8130,0.4380,0.7955,0.8195
6,0.8120,0.8015,0.7965,0.8205,0.8120,0.8275,0.1220,0.7815
7,0.8245,0.8270,0.8260,0.7985,0.8295,0.8185,0.7870,0.3680
