model,0,1,2,3,4,5,6,7
0,0.0250,0.0200,0.0265,0.0185,0.0260,0.0245,0.0240,0.0230
1,0.0170,0.0160,0.0195,0.0120,0.0175,0.0200,0.0150,0.0160
2,0.0185,0.0150,0.0215,0.0155,0.0195,0.0240,0.0190,0.0185
3,0.0300,0.0220,0.0260,0.0205,0.0325,0.0330,0.0255,0.0260
4,0.0275,0.0255,0.0315,0.0240,0.0265,0.0320,0.0300,0.0315
5,0.0320,0.0300,0.0355,0.0265,0.0350,0.0320,0.0320,0.0320
6,0.0290,0.0240,0.0330,0.0240,0.0345,0.0320,0.0280,0.0315
7,0.0185,0.0150,0.0185,0.0150,0.0195,0.0225,0.0145,0.0215
