model,0,1,2,3,4,5,6,7
0,0.0005,0.5820,0.5620,0.6135,0.6330,0.6085,0.6420,0.6125
1,0.7555,0.0000,0.6525,0.6400,0.7155,0.6910,0.7270,0.6765
2,0.7825,0.7185,0.0005,0.7205,0.7815,0.7535,0.8145,0.7540
3,0.7445,0.6380,0.6340,0.0000,0.7390,0.6745,0.7660,0.6935
4,0.7085,0.6645,0.6505,0.6905,0.0020,0.6765,0.7155,0.6220
5,0.7650,0.6825,0.6850,0.7115,0.7330,0.0005,0.7500,0.7240
6,0.7600,0.7080,0.7370,0.7455,0.7715,0.7270,0.0000,0.7555
7,0.7435,0.6800,0.6840,0.7030,0.6985,0.7000,0.7780,0.0000
