model,0,1,2,3,4,5,6,7
0,0.0000,0.4880,0.4320,0.5700,0.4440,0.4740,0.5115,0.5175
1,0.5590,0.0000,0.5265,0.5375,0.5615,0.5860,0.4985,0.5980
2,0.4235,0.4665,0.0000,0.5530,0.4530,0.4740,0.5035,0.5680
3,0.6030,0.4275,0.6670,0.0000,0.5960,0.6620,0.5175,0.6630
4,0.5525,0.6090,0.5550,0.6045,0.0000,0.4835,0.4935,0.4665
5,0.4885,0.5035,0.4495,0.7055,0.4095,0.0000,0.5030,0.5760
6,0.4815,0.4375,0.4950,0.5275,0.4635,0.5235,0.0000,0.5535
7,0.4880,0.5405,0.6200,0.6985,0.4695,0.6050,0.5710,0.0000
