model,0,1,2,3,4,5,6,7
0,0.2845,0.8135,0.8390,0.8140,0.8430,0.8780,0.8280,0.8370
1,0.7835,0.3240,0.8225,0.8055,0.8020,0.8285,0.8015,0.8370
2,0.8140,0.8550,0.3295,0.7995,0.8095,0.8230,0.8110,0.8330
3,0.7830,0.7795,0.8340,0.2390,0.8110,0.8445,0.8510,0.8325
4,0.7570,0.7995,0.8260,0.8320,0.2965,0.8420,0.8185,0.8060
5,0.8435,0.8360,0.8180,0.8490,0.8310,0.2385,0.7885,0.8580
6,0.7800,0.8155,0.8250,0.8055,0.7980,0.8325,0.2680,0.8035
7,0.8060,0.8050,0.8110,0.8265,0.8450,0.8335,0.7905,0.2700
