model,0,1,2,3,4,5,6,7
0,0.0060,0.0235,0.0275,0.0445,0.1150,0.0535,0.0220,0.0440
1,0.1125,0.0065,0.0190,0.0310,0.1595,0.0465,0.0215,0.0325
2,0.0920,0.0085,0.0040,0.0150,0.1055,0.0280,0.0070,0.0130
3,0.1095,0.0070,0.0095,0.0020,0.1170,0.0230,0.0060,0.0190
4,0.1075,0.0265,0.0250,0.0465,0.0045,0.0590,0.0230,0.0410
5,0.0740,0.0080,0.0070,0.0180,0.0850,0.0020,0.0075,0.0215
6,0.0890,0.0085,0.0085,0.0160,0.1175,0.0295,0.0065,0.0195
7,0.1055,0.0100,0.0060,0.0180,0.1145,0.0325,0.0075,0.0000
