model,0,1,2,3,4,5,6,7
0,0.0005,0.0075,0.0130,0.0180,0.0040,0.0015,0.0025,0.0095
1,0.0095,0.0000,0.0090,0.0135,0.0045,0.0005,0.0010,0.0085
2,0.0085,0.0075,0.0005,0.0150,0.0055,0.0015,0.0030,0.0085
3,0.0110,0.0100,0.0135,0.0020,0.0070,0.0035,0.0040,0.0130
4,0.0095,0.0115,0.0150,0.0275,0.0010,0.0015,0.0020,0.0080
5,0.0105,0.0075,0.0145,0.0240,0.0025,0.0005,0.0010,0.0065
6,0.0105,0.0070,0.0200,0.0285,0.0015,0.0005,0.0005,0.0050
7,0.0215,0.0130,0.0235,0.0325,0.0080,0.0045,0.0060,0.0025
