model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.3056,0.3144,0.7575,0.2937
mlpbceban,0.4181,0.2338,0.7769,0.2994
mlp01scd,0.9100,0.9013,0.6975,0.8600
mlpbcescd,0.8781,0.8644,0.7987,0.5331
