model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0031,0.0219,0.3556,0.0062
mlpbceban,0.0425,0.0000,0.2637,0.0000
mlp01scd,0.6712,0.6806,0.0000,0.2706
mlpbcescd,0.6325,0.5856,0.2756,0.0000
