model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0094,0.0088,0.6706,0.0362
mlpbceban,0.0131,0.0012,0.6631,0.0231
mlp01scd,0.8050,0.7862,0.1762,0.5381
mlpbcescd,0.7594,0.7281,0.4338,0.0025
