model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0287,0.0981,0.4719,0.0594
mlpbceban,0.0669,0.0006,0.3950,0.0031
mlp01scd,0.6800,0.6962,0.0344,0.2956
mlpbcescd,0.6362,0.6000,0.3306,0.0031
