model,mlpbcebp,mlpbceban,mlp01scd,mlpbcescd
mlpbcebp,0.0556,0.0494,0.5263,0.0856
mlpbceban,0.0037,0.0000,0.5350,0.0037
mlp01scd,0.7212,0.7188,0.0862,0.1637
mlpbcescd,0.6044,0.5981,0.5419,0.2175
